1000 MC FD ANTI:FALSE CV:FALSE 0.255319 0.505291 10.547 0.587699 0.0165833 20.9374 0.000347838 1.82803e-05 1.82305 89.177

1000 MC FD ANTI:FALSE CV:FALSE 0.211621 0.460023 8.67659 0.523018 0.010546 16.4297 0.000333528 1.35398e-05 1.427 93.165

1000 MC FD ANTI:FALSE CV:FALSE 0.25769 0.507632 9.77722 0.547004 0.0180182 19.5937 0.00034659 2.26431e-05 1.8699 94.064

1000 MC FD ANTI:FALSE CV:FALSE 0.264447 0.514244 10.5199 0.594263 0.0169149 20.7923 0.000346882 1.89662e-05 1.91329 82.81

1000 MC FD ANTI:FALSE CV:FALSE 0.213795 0.46238 8.96058 0.554662 0.0229359 16.7127 0.000331056 3.01131e-05 1.48463 82.163

1000 MC FD ANTI:FALSE CV:FALSE 0.236304 0.486111 9.39408 0.548554 0.0228426 18.2549 0.000339023 2.76847e-05 1.67406 87.217

1000 MC FD ANTI:FALSE CV:FALSE 0.212599 0.461085 9.12608 0.546762 0.0168311 17.3496 0.000334773 1.94817e-05 1.42496 83.185

1000 MC FD ANTI:FALSE CV:FALSE 0.195275 0.441899 8.44723 0.52765 0.0203547 15.7523 0.000327423 2.75568e-05 1.29358 94.401

1000 MC FD ANTI:FALSE CV:FALSE 0.242433 0.492375 9.21238 0.542743 0.0177067 17.9698 0.000339146 2.05274e-05 1.76194 84.203

1000 MC FD ANTI:FALSE CV:FALSE 0.22437 0.473677 9.17817 0.540234 0.0135982 17.6762 0.000337883 1.45758e-05 1.52198 86.513

5000 MC FD ANTI:FALSE CV:FALSE 0.0482196 0.21959 9.64777 0.555752 0.0170139 18.8774 6.84293e-05 3.85613e-06 0.3371 424.686

5000 MC FD ANTI:FALSE CV:FALSE 0.0482145 0.219578 9.5243 0.547128 0.0192472 18.6975 6.83576e-05 4.73109e-06 0.339476 391.038

5000 MC FD ANTI:FALSE CV:FALSE 0.0490804 0.221541 9.60026 0.549473 0.0164488 18.8708 6.86411e-05 4.08334e-06 0.34999 423.457

5000 MC FD ANTI:FALSE CV:FALSE 0.0473624 0.217629 9.48693 0.551663 0.0148258 18.4405 6.81932e-05 3.63058e-06 0.333326 366.512

5000 MC FD ANTI:FALSE CV:FALSE 0.0465237 0.215693 9.42273 0.543375 0.0212417 18.38 6.80184e-05 5.54672e-06 0.320234 335.841

5000 MC FD ANTI:FALSE CV:FALSE 0.0475555 0.218072 9.27062 0.526996 0.0187911 18.3122 6.82241e-05 4.63502e-06 0.330957 336.755

5000 MC FD ANTI:FALSE CV:FALSE 0.0452552 0.212733 9.26677 0.539969 0.0206795 17.9547 6.76341e-05 5.24173e-06 0.309827 318.66

5000 MC FD ANTI:FALSE CV:FALSE 0.0473514 0.217604 9.43299 0.547215 0.0149195 18.3925 6.81967e-05 3.64167e-06 0.332502 324.3

5000 MC FD ANTI:FALSE CV:FALSE 0.0495581 0.222616 9.74087 0.556252 0.0214486 19.2124 6.86585e-05 5.56831e-06 0.350847 343.819

