1000, 0, 0.000109, 0.098117, 0, 0.000112, 0.000119, 0.00011, 0, 0.000134, 0.000113, 0, 0.000113, 0.000118, 0.00011, 
2000, 0, 0.000213, 0.224028, 0, 0.000233, 0.000235, 0.000217, 0, 0.000264, 0.000257, 0, 0.00025, 0.000251, 0.000217, 
3000, 0, 0.000315, 0.336406, 0, 0.000335, 0.000353, 0.000323, 0, 0.000399, 0.000337, 0, 0.000328, 0.000355, 0.00033, 
4000, 0, 0.000507, 0.406687, 0, 0.000434, 0.00047, 0.000425, 0, 0.000524, 0.00044, 0, 0.000438, 0.000469, 0.000432, 
5000, 0, 0.000529, 0.502534, 0, 0.000556, 0.000597, 0.000539, 0, 0.000663, 0.000566, 0, 0.000551, 0.000623, 0.000554, 
6000, 0, 0.000634, 0.5858, 0, 0.000658, 0.000711, 0.000643, 0, 0.000793, 0.000667, 0, 0.000655, 0.000705, 0.000653, 
7000, 0, 0.000731, 0.698267, 0, 0.000776, 0.000918, 0.000827, 0, 0.001337, 0.000787, 0, 0.00084, 0.000908, 0.000767, 
8000, 0, 0.000859, 0.802117, 0, 0.00087, 0.000933, 0.000843, 0, 0.00104, 0.000875, 0, 0.000858, 0.00093, 0.000866, 
9000, 0, 0.000958, 0.895106, 0, 0.001006, 0.001071, 0.000983, 0, 0.001198, 0.001016, 0, 0.000991, 0.001084, 0.001414, 
10000, 0, 0.001213, 1.07642, 0, 0.001106, 0.001184, 0.001079, 0, 0.001321, 0.001126, 0, 0.001096, 0.00121, 0.001098, 
11000, 0, 0.001173, 1.15455, 0, 0.001212, 0.001305, 0.00118, 0, 0.001484, 0.001255, 0, 0.001195, 0.001295, 0.001209, 
12000, 0, 0.00127, 1.22346, 0, 0.001321, 0.001458, 0.001291, 0, 0.001573, 0.001335, 0, 0.001303, 0.00141, 0.00131, 
13000, 0, 0.001353, 1.31222, 0, 0.001419, 0.001525, 0.001388, 0, 0.001696, 0.001433, 0, 0.001406, 0.001524, 0.001409, 
14000, 0, 0.001463, 1.40737, 0, 0.001775, 0.001894, 0.001522, 0, 0.001819, 0.001544, 0, 0.001502, 0.001626, 0.001523, 
15000, 0, 0.001561, 1.53045, 0, 0.001625, 0.001753, 0.001586, 0, 0.001937, 0.001646, 0, 0.001608, 0.001743, 0.001629, 
16000, 0, 0.001664, 1.56051, 0, 0.001734, 0.00186, 0.001696, 0, 0.002078, 0.002225, 0, 0.001975, 0.002142, 0.001988, 
17000, 0, 0.00207, 1.71375, 0, 0.00214, 0.002049, 0.001863, 0, 0.002261, 0.002219, 0, 0.001995, 0.002055, 0.001961, 
