1000 MC FD ANTI:FALSE CV:FALSE 0.253733 0.503719 9.71718 0.543248 0.0163958 20.8253 0.000346165 1.86701e-05 1.96276 88.265

1000 MC FD ANTI:FALSE CV:FALSE 0.212104 0.460547 9.46048 0.561611 0.0129602 19.2371 0.000336947 1.69395e-05 1.51021 90.464

1000 MC FD ANTI:FALSE CV:FALSE 0.251206 0.501204 9.84624 0.547032 0.0185992 21.0409 0.000346977 2.87679e-05 1.86852 94.869

1000 MC FD ANTI:FALSE CV:FALSE 0.264947 0.51473 9.59744 0.54059 0.0157109 20.5994 0.000346678 2.26204e-05 2.24162 84.682

1000 MC FD ANTI:FALSE CV:FALSE 0.284018 0.532934 10.5413 0.575153 0.0166447 23.0569 0.000353385 1.99285e-05 2.3781 79.926

1000 MC FD ANTI:FALSE CV:FALSE 0.226384 0.475799 9.11818 0.517506 0.0134745 19.1414 0.000339921 1.56643e-05 1.64292 86.649

1000 MC FD ANTI:FALSE CV:FALSE 0.273571 0.52304 10.5903 0.580458 0.0130207 22.7897 0.000352546 1.77291e-05 2.1618 89.107

1000 MC FD ANTI:FALSE CV:FALSE 0.269226 0.51887 10.3952 0.572362 0.00907882 22.5144 0.000351888 9.4147e-06 2.13384 93.814

1000 MC FD ANTI:FALSE CV:FALSE 0.290841 0.539297 10.1966 0.569165 0.019412 22.1532 0.000351062 2.76982e-05 2.70039 87.76

1000 MC FD ANTI:FALSE CV:FALSE 0.34252 0.585252 11.3413 0.586447 0.0189695 25.5456 0.000366033 2.57385e-05 3.09734 89.343

5000 MC FD ANTI:FALSE CV:FALSE 0.0592869 0.243489 10.636 0.576866 0.0167289 23.3232 7.11031e-05 4.46506e-06 0.50047 446.39

5000 MC FD ANTI:FALSE CV:FALSE 0.0554145 0.235403 10.3492 0.579538 0.0163994 22.2535 6.99463e-05 4.31849e-06 0.455779 458.473

5000 MC FD ANTI:FALSE CV:FALSE 0.0583391 0.241535 10.3017 0.552719 0.0150526 22.6359 7.11234e-05 3.67968e-06 0.490539 420.677

5000 MC FD ANTI:FALSE CV:FALSE 0.0538462 0.232048 10.1564 0.559565 0.0184437 21.9181 7.00325e-05 4.87655e-06 0.42288 434.302

5000 MC FD ANTI:FALSE CV:FALSE 0.0549773 0.234472 10.1989 0.567901 0.0145005 21.9692 7.00585e-05 3.63446e-06 0.442177 377.216

5000 MC FD ANTI:FALSE CV:FALSE 0.0539334 0.232236 10.1259 0.558004 0.0140543 21.9066 7.01455e-05 3.52128e-06 0.433552 321.534

5000 MC FD ANTI:FALSE CV:FALSE 0.0594942 0.243914 10.7298 0.576529 0.0141873 23.5819 7.14223e-05 3.60745e-06 0.497738 303.676

5000 MC FD ANTI:FALSE CV:FALSE 0.0531221 0.230482 9.9351 0.555665 0.0169059 21.3533 6.96031e-05 4.12231e-06 0.436194 296.231

5000 MC FD ANTI:FALSE CV:FALSE 0.0532588 0.230779 10.1812 0.570091 0.0138075 21.7765 6.97814e-05 3.39343e-06 0.428324 309.981

5000 MC FD ANTI:FALSE CV:FALSE 0.0552349 0.235021 10.2078 0.569156 0.0144951 22.0509 7.00526e-05 3.5469e-06 0.455731 298.616

10000 MC FD ANTI:FALSE CV:FALSE 0.0284898 0.168789 10.3669 0.564651 0.0172496 22.6711 3.53424e-05 2.21114e-06 0.235629 611.964

10000 MC FD ANTI:FALSE CV:FALSE 0.0274825 0.165778 10.3055 0.566446 0.0175233 22.3396 3.51269e-05 2.13244e-06 0.221311 760.603

10000 MC FD ANTI:FALSE CV:FALSE 0.0268242 0.163781 10.1154 0.558406 0.0168334 21.8117 3.49958e-05 2.10779e-06 0.213517 700.273

10000 MC FD ANTI:FALSE CV:FALSE 0.0278374 0.166845 10.1992 0.561229 0.0164593 22.1678 3.51522e-05 2.06104e-06 0.227902 680.006

10000 MC FD ANTI:FALSE CV:FALSE 0.0271206 0.164683 10.2749 0.575071 0.0134735 22.038 3.49582e-05 1.67367e-06 0.219877 639.747

10000 MC FD ANTI:FALSE CV:FALSE 0.0259231 0.161006 10.1392 0.573461 0.0164943 21.5733 3.46707e-05 2.13317e-06 0.205669 640.23

10000 MC FD ANTI:FALSE CV:FALSE 0.0271842 0.164876 10.3039 0.569606 0.0151005 22.1939 3.50784e-05 1.88313e-06 0.217202 663.653

10000 MC FD ANTI:FALSE CV:FALSE 0.028492 0.168796 10.2323 0.561936 0.0160556 22.3009 3.52492e-05 1.99572e-06 0.236469 615.635

10000 MC FD ANTI:FALSE CV:FALSE 0.0269225 0.164081 10.0608 0.56008 0.0180353 21.6602 3.48947e-05 2.24472e-06 0.220692 634.561

10000 MC FD ANTI:FALSE CV:FALSE 0.0276223 0.1662 10.2514 0.566638 0.0160679 22.182 3.51016e-05 2.01167e-06 0.226918 589.848

25000 MC FD ANTI:FALSE CV:FALSE 0.0108395 0.104113 10.1996 0.564293 0.0181663 22.0057 1.40011e-05 9.37719e-07 0.0875568 1553.44

25000 MC FD ANTI:FALSE CV:FALSE 0.0107032 0.103456 10.1659 0.566059 0.0157587 21.8082 1.39717e-05 7.7268e-07 0.0852002 1648.87

25000 MC FD ANTI:FALSE CV:FALSE 0.0111694 0.105686 10.364 0.569947 0.0168241 22.4744 1.40755e-05 8.43573e-07 0.0909436 1555.79

25000 MC FD ANTI:FALSE CV:FALSE 0.0106582 0.103239 10.0357 0.559046 0.0152057 21.575 1.39583e-05 7.27644e-07 0.0860566 1570.39

25000 MC FD ANTI:FALSE CV:FALSE 0.0111371 0.105533 10.2313 0.564253 0.0159934 22.1533 1.40589e-05 8.18155e-07 0.0915436 1612.68

25000 MC FD ANTI:FALSE CV:FALSE 0.0110771 0.105248 10.3403 0.56902 0.0156459 22.4136 1.40688e-05 7.69719e-07 0.0901103 1614.71

25000 MC FD ANTI:FALSE CV:FALSE 0.0109529 0.104656 10.1043 0.559346 0.0168131 21.8454 1.40098e-05 8.48587e-07 0.0899118 1718.88

25000 MC FD ANTI:FALSE CV:FALSE 0.0112159 0.105905 10.4105 0.573058 0.0150376 22.5788 1.40882e-05 7.37537e-07 0.0921642 1569.03

25000 MC FD ANTI:FALSE CV:FALSE 0.0113414 0.106496 10.5453 0.577579 0.017059 22.8713 1.41148e-05 8.44063e-07 0.0930028 1534.9

25000 MC FD ANTI:FALSE CV:FALSE 0.0109319 0.104556 10.2119 0.566838 0.0166576 22.0197 1.40045e-05 8.19119e-07 0.08893 1563.26

50000 MC FD ANTI:FALSE CV:FALSE 0.00553416 0.0743919 10.2994 0.56677 0.0160836 22.2793 7.0322e-06 4.08187e-07 0.0450943 2990.12

50000 MC FD ANTI:FALSE CV:FALSE 0.00552052 0.0743002 10.2572 0.569034 0.0167172 22.1374 7.01068e-06 4.23326e-07 0.045256 3040.49

50000 MC FD ANTI:FALSE CV:FALSE 0.0054367 0.073734 10.1907 0.570081 0.0164078 21.9016 6.98382e-06 4.13523e-07 0.0443524 3037.05

50000 MC FD ANTI:FALSE CV:FALSE 0.00544064 0.0737607 10.0992 0.559634 0.0164045 21.8108 7.00034e-06 4.12298e-07 0.0442072 3128.13

50000 MC FD ANTI:FALSE CV:FALSE 0.00541431 0.073582 10.1025 0.563494 0.0156717 21.7391 6.98731e-06 3.90512e-07 0.0442752 3073.44

50000 MC FD ANTI:FALSE CV:FALSE 0.00550253 0.074179 10.1631 0.563246 0.0173416 21.9626 7.0062e-06 4.40272e-07 0.0451349 3099.22

50000 MC FD ANTI:FALSE CV:FALSE 0.00546301 0.0739122 10.1102 0.565384 0.0170359 21.757 6.98314e-06 4.28371e-07 0.0447278 3038.78

50000 MC FD ANTI:FALSE CV:FALSE 0.00545571 0.0738628 10.1995 0.567366 0.0162849 21.9778 6.99818e-06 4.09207e-07 0.0445443 3033.01

50000 MC FD ANTI:FALSE CV:FALSE 0.00539349 0.0734404 10.2384 0.569723 0.0175143 22.0084 6.98832e-06 4.40113e-07 0.0434928 3065.95

50000 MC FD ANTI:FALSE CV:FALSE 0.00558198 0.0747126 10.2669 0.566374 0.0157402 22.2478 7.03141e-06 3.90446e-07 0.0460011 3046.92

